filmid	title	actor
VrM40	T:Oh Mr.~Porter	Moore Marriott
VrM42	T:Convict 99	Moore Marriott
VrM42	T:Convict 99	Basil Radford
VrS20	T:Woman to Woman	Betty Compson
VrS24	T:I was A Spy	Nigel Bruce
VrS24	T:I was A Spy	Anthony Bushnell
VrS24	T:I was A Spy	Marita Hunt
VrS25	T:Friday the Thirteenth	Belle Chrystal
VrS25	T:Friday the Thirteenth	Max Miller
VrS25	T:Friday the Thirteenth	Alfred Drayton
VrS25	T:Friday the Thirteenth	Mary Jerrold
VrS25	T:Friday the Thirteenth	Marita Hunt
VrS25	T:Friday the Thirteenth	Ralph Richardson
VSa18	T:Powder	Ray Wise
VSa18	T:Powder	Bradford Tatum
VSa18	T:Powder	Brandon Smith
VSh7	T:All Through the Night	Phil Silvers
VSh9	T:The Hard Way	Paul Cavanagh
VSh9	T:The Hard Way	Ann Doran
VSh10	T:Old Acquaintenance	Bette Davis
VSh10	T:Old Acquaintenance	Miriam Hopkins
VSh10	T:Old Acquaintenance	Philip Reed
VSh10	T:Old Acquaintenance	Anne Revere
VSh15	T:Mr.~Skeffington	Betty Davis
VSh15	T:Mr.~Skeffington	Walter Abel
VSh23	T:The Adventures of Don Juan	Alan Hale
VSh23	T:The Adventures of Don Juan	Ann Rutherford
VSh23	T:The Adventures of Don Juan	Aubrey Mather
VSh23	T:The Adventures of Don Juan	Raymond burr
VSh25	T:The Hasty Heart	Patricia Neal
VSh25	T:The Hasty Heart	Orlando Martins
VSj5	T:He Who gets Slapped	Lon Chaney
VSj6	T:The Scarlet Letter	Lillian Gish
VSj7	T:The Divine Woman	Lowell Sherman
VSj7	T:The Divine Woman	Polly Moran
VSj8	T:The Wind	Montagu Love
VyK10	T:Adam's Rib	Maria Golubkina
VyK15	T:A Friend of the Deceased	Alexandre Lazarev
W30	T:Wings	Richard Arlen
W41	T:The Man I Love	Richard Arlen
W50	T:The Public Enemy	Beryl Mercer
W55	T:The Conquerors	Richard Dix
W60	T:College Coach	Pat OBrien
W60	T:College Coach	Ann Dvorak
W60	T:College Coach	Arthur Byron
W66	T:Call of the Wild	Loretta Young
W66	T:Call of the Wild	Reginald Owen
W70	T:Small Town Girl	Binnie Barnes
W70	T:Small Town Girl	Andy Devine
W74	T:Nothing Sacred	Maxie Rosenbloom
W74	T:Nothing Sacred	Margaret Hamilton
W74	T:Nothing Sacred	Monty Woolley
W74	T:Nothing Sacred	Olin Howard
W75	T:Men with Wings	Ray Milland
W75	T:Men with Wings	Louise Campbell
W75	T:Men with Wings	Andy Devine
W75	T:Men with Wings	Lynne Overman
W75	T:Men with Wings	Porter Hall
W75	T:Men with Wings	Walter Abel
W77	T:Beau Geste	Albert Dekker
W78	T:The Light That Failed	Muriel Angelus
W82	T:Lady of Burlesque	Barbara Stanwyk
W82	T:Lady of Burlesque	Michael OShea
W83	T:The Ox-bow Incident	Anthony Quinn
W83	T:The Ox-bow Incident	Mary Beth Hughes
W85	T:Buffalo Bill	Maureen OHara
W85	T:Buffalo Bill	Linda Darnell
W85	T:Buffalo Bill	Anthony Quinn
W98	T:Island in the Sky	Lloyd Nolan
W98	T:Island in the Sky	Walter Abel
W98	T:Island in the Sky	Allyn Joslyn
W98	T:Island in the Sky	Andy Devine
W100	T:The High and the Mighty	Phil harris
WA1	T:Take the Money and Run	Louise Lasser
WA2	TZ:Bananas	Baron deBree
WA3	T:Everything You Always Wanted to Know About Sex and Were Afraid to Ask	Louise Lasser
WA3	T:Everything You Always Wanted to Know About Sex But Were Afraid To Ask	Lou Jacobi
WA3	T:Everything You Always Wanted to Know About Sex But Were Afraid To Ask	Lynn Redgrave
WA3	T:Everything You Always Wanted to Know About Sex But Were Afraid To Ask	Anthony Quayle
WA5	T:Love and Death	Miriam Brickman
WA6	T:Annie Hall	Marshall McLuhan
WA7	T:Interiors	Mary Beth Hurt
WA7	T:Interiors	Maureen Stapleton
WA8	T:Manhattan	Meryl Streep
WA9	T:Stardust Memories	MarieChristine Barrault
WA11	T:Zelig	Mary Louise Wilson
WA12	T:Broadway Danny Rose	Nick Apollo Forte
WA13	T:Hannah and Her Sisters	Lloyd Nolan
WA13	T:Hannah and Her Sisters	Maurenn OSullivan
WA14	T:The Purple Rose of Cairo	Zoe Caldwell
WA14	T:The Purple Rose of Cairo	Milo OShea
WA15	T:Radio Days	Mia Farrow
WA16	T:Another Woman	Betty Buckley
WA16	T:Another Woman	Blythe Danner
WA16	T:Another Woman	Philip Bosco
WA17	TZ:Crimes and Misdemeanors	Nora Ephrom
WA18	T:Alice	Bob Balaban
WA18	T:Alice	Blythe Danner
WA18	T:Alice	Bernadette Peters
WA19	T:Shadows and Fog	Madonna
WA19	T:Shadows and Fog	Lily Tomlin
WA21	T:Manhattan Murder Mystery	Alan Alda
WA21	T:Manhattan Murder Mystery	Melanie North
WA22	T:Bullets Over Broadway	MarieLouise Parker
WA25	T:Everyone Says I Love You	Alan Alda
WA26	T:Deconstructing Harry	Richard Benjamin
WA28	T:Celebrity	Melanie Griffith
WaB10	TZ:Little Miss Marker	Bob Newhart
WaF10	T:The Ghost Train	Ann Todd
WaF10	T:The Ghost Train	Angela Baddeley
WaF10	T:The Ghost Train	Allan Jeayes
WaF15	T:Rome Express	Muriel Aked
WaF25	T:Bulldog Jack	Ralph Richardson
WaF25	T:Bulldog Jack	Athole Fleming
WaF25	T:Bulldog Jack	Paul Graetz
WaF40	T:The Ghost Train	Arthur Askey
WaF40	T:The Ghost Train	Ricard Murdoch
WaF40	T:The Ghost Train	Morland Graham
WaF40	T:The Ghost Train	Linden Traver
WaF40	T:The Ghost Train	Peter Murray Hill
WaF48	T:Charley's Bighearted Aunt	Moore Marriott
WAr40	T:Beach Party	Bob Cummins
WAr40	T:Beach Party	Annette Funicello
WAr40	T:Beach Party	Morey Amsterdam
WAr40	T:Beach Party	Peter Falk
WAr42	T:Johnny Cool	Brad Dexter
WAr42	T:Johnny Cool	Mort Sahl
WAr44	T:Muscle Beach Party	Annette Funicello
WAr44	T:Muscle Beach Party	Morey Amsterdam
WAr44	T:Muscle Beach Party	Little Stevie Wonder
WAr44	T:Muscle Beach Party	Peter Lorre
WAr46	T:Bikini Beach	Annette Funicello
WAr46	T:Bikini Beach	Meredith McCrea
WAr46	T:Bikini Beach	Boris Karloff
WAr50	T:Beach Blanket Bingo	Annette Funicello
WAS77	T:Sons of the Desert	Oliver Hardy
WAS80	T:The Richest Girl in The World	Reginald Denny
WAS80	T:The Richest Girl in The World	Beryl Mercer
WAS82	T:If Only You Could Cook	Lionel Stander
WAS83	T:Roberta	Randolph Scott
WAS95	T:Room Service	Lucille Ball
WAS95	T:Room Service	Ann Miller
WAS95	T:Room Service	Philip Loeb
WAS100	T:Three Blind Mice	Binnie Barnes
WAS115	T:A Lady Takes a Chance	Phil Silvers
WAS115	T:A Lady Takes a Chance	Mary Field
WAS125	T:Lover Come Back	Raymond Walburn
WAS125	T:Lover Come Back	Louise Beavers
WaW3	T:Slam Dance	Mary Elizabeth Mastrantonio
WaW10	T:The Joy Luck Club	MingNa Wen
WaW15	T:Chinese Box	Michael Hui
WBe2	T:Reds	Maureen Stapleton
WBe2	T:Reds	Paul Sorvino
WBe2	T:Reds	Max Wright
WBe10	T:Dick Tracy	Mandy Patinkin
WBe15	T:Bulworth	Oliver Platt
WBe15	T:Bulworth	Paul Sorvino
WBo10	T:Feuer, Eis, und Dynamit	Alfons Haider
WBo10	T:Feuer, Eis, und Dynamit	Alan Delon
WBo10	T:Feuer, Eis, und Dynamit	Marisa Mell
WBz13	T:Immoral Tales	Lise Danvers
WBz13	T:Immoral Tales	Paloma Picasso
WCl19	T:Calling Philo Vance	Margot Stevenson
WCl19	T:Calling Philo Vance	Ralph Forbes
WCl19	T:Calling Philo Vance	Martin Kosleck
WCM2	T:The Spider	Lois Mran
WCM22	T:Address Unknown	Mady Christians
WCM22	T:Address Unknown	Morris Carnovsky
WCM32	T:Invaders From Mars	Arthur Franz
WCr5	T:The Hills Have Eyes	Martin Speer
WCr6	T:Stranger in Our House	Linda Blair
WCr10	T:Swamp Thing	Nicholas Worth
WCr15	T:A Nightmare on Elm Street	Amanda Wyss
WCr15	T:A Nightmare on Elm Street	Nick Corri
WCr22	T:Deadly Friend	Matt Loborteax Das
WCr42	T:A Vampire in Brooklyn Craven	Angela Bassett
WCr44	T:Scream	Neve Campbell
WCr44	T:Scream	Matthew Lillard
WCr46	T:Scream 2	Neve Campbell
WDM3	T:The Ragamuffin	Agnes deMille
WDT19	T:Johanna Enlists	Anne Schaefer
WDT19	T:Johanna Enlists	Monte Blue
WDT27	T:Anne of Green Gables	Mary Miles
WeA10	T:Rushmore	Bill Murray
WeA10	T:Rushmore	Luke Wilson
WFr11	T:The McGregor Affair	Arthur Malet
WFr11	T:The McGregor Affair	Michael Pate
WFr35	T:The French Connection	Ann Rebbot
WFr35	T:The French Connection	Pat McDermott
WFr39	T:Sorcerer	Amidou
WFr39	T:Sorcerer	Ramon Bieri
WFr42	TZ:Cruising	Al Pacino
WFr42	TZ:Cruising	Paul Sorvino
WFx10	TZ:Bowery at Midnight	Bela Lugosi
WGi5	T:Grizzly	Andrew Prine
WGi10	T:Day of the Animals	Lynda Day George
WGi10	T:Day of the Animals	Michael Ansara
WGi15	TZ:The Manitou	Michael Ansara
WGi15	TZ:The Manitou	Ann Sothern
WGo10	T:Love Laughs at Andy Hardy	Bonita Granville
WGr10	T:Daughter of the Mind	Pamelyn Ferdin
WGr50	T:Are You in the House Alone?	Blythe Danner
WGr50	T:Are You in the House Alone?	Alan Fudge
WHB10	T:The Four Deuces	Martin Kove
WH9	T:Nosferatu the Vampyre	Walter Ladengast
WKH44	T:Vanessa, her Love Story	Otto Kruger
WHl4	T:The Warriors	Michael Beck
WHl4	T:The Warriors	Marcelino Sanchez
WHl6	TZ:The Long Riders	Randy Quaid
WHl6	TZ:The Long Riders	Nicholas Guest
WHl6	TZ:The Long Riders	Pamela Reed
WHl8	T:Southern Comfort	Powers Boothe
WHl8	T:Southern Comfort	Peter Coyote
WhR10	T:Handgun	Paul Schulze
WhS5	T:The Last Days of Disco	Mackenzie Astin
Whu1	T:Dr. Who: An Unearthly Child	William Russell
WHu7	T:Quackser Fortune Has a Cousin in the Bronx	Margot Kidder
WHu27	T:The Summer House	Padraig Casey
WiB25	T:Little Annie Roonie	Mary Pickford
WiB25	T:Little Annie Roonie	Walter James
WiB100	T:Crazy Knights	Billy Gilbert
WiB100	T:Crazy Knights	Maxie 'Slapsie' Rosenbloom
WiB100	T:Crazy Knights	Minerva Urecal
WiB199	T:Bela Lugosi Meets a Brooklyn Gorilla	Bela Lugosi
WiC51	T:The Tingler	Philip Coolidge
WiC55	T:Homicidal	Patricia Breslin
WiC55	T:Homicidal	Alan Bunce
WiC70	T:Shanks	Marcel Marceau
WiC90	T:Project X	Monte Markham
WiD10	TZ:Timerider "The Adventure of Lyle Swann"	Peter Coyote
WiD10	TZ:Timerider "The Adventure of Lyle Swann"	Belinda Bauer
WiD20	T:Angels in the Outfield	Ben Johnson
WiF10	TZ:John and Julie	Peter Sellers
WiF10	T:John and Julie	Moira Lister
WiF10	T:John and Julie	Andrew Cruickshank
WiG15	T:The Last Generation	Mercedes McCambridge
WiG15	T:The Last Generation	Pearl Bailey
WiG15	T:The Last Generation	Michael Rennie
WiG15	T:The Last Generation	Phil Harris
WiH10	TZ:Stalk the Wild Child	Benjamin Bottoms
WiH10	TZ:Stalk the Wild Child	Allan Arbus
WiH10	TZ:Stalk the Wild Child	Marcia Warner
WiW4	T:The American Friend	Lisa Kreuzer
WiW4	T:The American Friend	Nicholas Ray
WiW9	T:Hammett	Peter Boyle
WiW9	T:Hammett	R.G. Armstrong
WiW9	T:Hammett	Richard Bradford
WiW20	T:Wings of Desire	Otto Sandler
WiW20	T:Wings of Desire	Peter Falk
WiW25	T:Until the End of the World	Max vonSydow
WiW27	T:The End of Violence	Bill Pullman
WiW27	T:The End of Violence	Andy MacDowell
WiW29	T:City of Angels	Nicolas Cage
WiW29	T:City of Angels	Andre Braugher
WKH14	T:The Valiant	Marguerite Churchill
WKH35	T:The Power and The Glory	Ralph morgan
WKH45	T:Mary Burns Fugitive	Melvyn Douglas
WKH45	T:Mary Burns Fugitive	Alan Baxter
WKH45	T:Mary Burns Fugitive	Pert Kelton
WKH52	T:The Princess Comes Across	Alison Skipworth
WKl10	T:Who Are You, Polly Magoo?	Philippe Noiret
WKl30	T:The Model Couple	Andre Dussollier
WKl40	T:Mode in France	Agnes B. Castelbajac
WLa14	T:Wife, Doctor, and Nurse	Maurice Cass
WLa14	T:Wife, Doctor, and Nurse	Minna Gombell
WLa14	T:Wife, Doctor, and Nurse	Lon Chaney~jr.
WLa18	T:The Little Princess	Anita Louise
WLa18	T:The Little Princess	Arthur Treacher
WLa18	T:The Little Princess	Mary Nash
WLa18	T:The Little Princess	Miles Mander
WLa18	T:The Little Princess	Marcia Mae Jones
WLa18	T:The Little Princess	Beryl Mercer
WLa19	T:The Blue Bird	Nigel Bruce
WLa20	T:Star Dust	Mary Beth Hughes
WLa21	T:The Great Profile	Mary Beth Hughes
WLa21	T:The Great Profile	Anne Baxter
WLa21	T:The Great Profile	Lionel Atwill
WLa22	T:Tin Pan Alley	Allen Jenkins
WLa27	T:Coney Island	Phil Silvers
WLa27	T:Coney Island	Paul Hurst
WLa38	T:On The Riviera	Marcel Dalio
WLa41	T:There's no Business like Show Business	Mitzi Gaynor
WLa42	T:The King and I	Martin Benson
WLa42	T:The King and I	Alan Mowbray
WLa45	T:Can Can	Maurice Chevalier
WLa45	T:Can Can	Louis Jourdan
WLa45	T:Can Can	Marcel Dalio
WLa50	T:Snowwhite and the Three Stooges	Moe Howard
WLa50	T:Snowwhite and the Three Stooges	Patricia Medina
WlB10	T:Dick Tracy	Morgan Conway
WlB10	T:Dick Tracy	Lyle Latell
WlB14	T:Treasure of Monte Christo	Michael Whalen
WlD5	T:The Last Flight	Richard Barthelmess
WlD5	T:The Last Flight	Walter Byron
WlD8	T:Her Majesty Love	Marilyn Miller
WlD15	T:Adorable	Blanche Friderici
WlD18	T:Firebird	Ricardo Cortez
WlD18	T:Firebird	Lionel Attwill
WlD18	T:Firebird	Anita Louise
WlD18	T:Firebird	Nan Grey
WlD19	T:Fog Over Frisco	Lyle Talbot
WlD19	T:Fog Over Frisco	Arthur Byron
WlD19	T:Fog Over Frisco	Alan Hale
WlD20	T:Madame du Barry	Osgood Perkins
WlD24	T:A Midsummernight's Dream	Olivia deHavilland
WlD24	T:A Midsummernight's Dream	Anita Louise
WlD29	T:Satan Met A Lady	Arthur Treacher
WlD29	T:Satan Met A Lady	Wini Shaw
WlD29	T:Satan Met A Lady	Marie Wilson
WlD29	T:Satan Met A Lady	Porter Hall
WlD33	T:The Life of Emile Zola	Paul Muni
WlD33	T:The Life of Emile Zola	Morris Carnovsky
WlD34	T:Blockade	Reginald Denny
WlD35	T:Juarez	Bette Davis
WlD35	T:Juarez	Pedro deCordoba
WlD35	T:Juarez	Montagu Love
WlD36	T:The Hunchback of Notre Dame	Walter Hampden
WlD37	T:Dr.~Ehrlich's Magic Bullet	Otto Kruger
WlD37	T:Dr.~Ehrlich's Magic Bullet	Maria Ouspenskaya
WlD37	T:Dr.~Ehrlich's Magic Bullet	Montagu Love
WlD37	T:Dr.~Ehrlich's Magic Bullet	Louis Calhern
WlD37	T:Dr.~Ehrlich's Magic Bullet	Louis Jean Heydt
WlD38	T:A Dispatch from Reuters	Otto Kruger
WlD38	T:A Dispatch from Reuters	Montagu Love
WlD38	T:A Dispatch from Reuters	Nigel Bruce
WlD39	T:All That Money Can Buy	Anne Shirley
WlD42	T:Kismet	Mary Duncan
WlD45	T:Love Letters	Ann Richards
WlD45	T:Love Letters	Anita Louise
WlD45	T:Love Letters	Reginal Denny
WlD45	T:Love Letters	Lumsden HGare
WlD49	T:Portrait of Jennie	Lillian Gish
WlD51	T:Rope of Sand	Paul Henreid
WlD51	T:Rope of Sand	Peter Lorre
WlD53	T:Dark City	Lizabeth Scott
WlD58	T:The Turning Point	Alexis Smith
WlD58	T:The Turning Point	Ray Neal
WlD65	T:Magic Fire	Alan Badel
WlH10	T:Bunker Bean	Lucille Ball
WlH10	T:Bunker Bean	Berton Churchill
WlH10	T:Bunker Bean	Louise Latimer
WlN10	T:Mr.~Wong, Detective	Boris Karloff
WlN12	T:Mr.~Wong in Chinatown	Boris Karloff
WlN12	TZ:Mr.~Wong in Chinatown	Lotus Long
WmH10	T:A Tale of Two Cities	Maurice Cstello
WmH10	T:A Tale of Two Cities	Norma Talmadge
WmK8	T:Babbitt	Nan Grey
WmK14	T:Bullets or Ballots	Barton McLane
WmK14	T:Bullets or Ballots	Louise Beavers
WmK14	T:Bullets or Ballots	Norman Willis
WmK16	T:The Green Pastures	Oscar Polk
WmK18	T:The Prince and The Pauper	Alan Hale
Wmk28	T:Four Wives	Lola Lane
Wmk28	T:Four Wives	Priscilla Lane
Wmk28	TZ:Four Wives	May Robson
WmK31	T:The Man Who Came to Dinner	Billie Burke
WmK15	T:The Singing Kid	Al Jolson
WmK15	T:The Singing Kid	Allen Jenkins
WmK15	T:The Singing Kid	Lyle Talbot
WmK15	T:The Singing Kid	Beverly Roberts
WoP12	T:The Plastic Nightmare	Bob Hoskins
WoP14	T:Shattered	Bob Hoskins
WoP20	T:Outbreak	Rene Russo
WoP20	T:Outbreak	Morgan Freeman
WoR20	TZ:Village of the Damned	Barbara Shelley
WoR20	TZ:Village of the Damned	Martin Stephens
WoR20	T:Village of the Damned	Michael Gwynn
WPr10	T:Rock, Rock, Rock	Alan Freed
WR31	T:Honey	Nancy Carrol
WR31	T:Honey	Lillian Roth
WR31	T:Honey	Zasu Pitts
WR40	T:Cimarron	Richard Dix
WR40	T:Cimarron	Nance ONeil
WR40	T:I'm No Angel	Mae West
WR72	T:Shoot the Works	Ben Bernie
WR72	T:Shoot the Works	Arline Judge
WR72	T:Shoot the Works	Allison Skipworth
WR80	T:Bolero	Anne Sheridan
WR86	T:The Gilded Lily	Ray Milland
WR86	T:The Gilded Lily	Luis Alberni
WR112	T:True Confessions	Porter Hall
WR120	T:Too Many Husbands	Melvyn Douglas
WR120	T:Too Many Husbands	Melville Cooper
WRi20	T:A Night in the Life of Jimmy Reardon	Meredith Salberger
WRi20	T:A Night in the Life of Jimmy Reardon	Louanne
WRi20	T:A Night in the Life of Jimmy Reardon	Mathew L. Perry
WSa5	T:The Incredible Melting Man	Alex Rebar
WSa10	T:Galaxina	Avery Schreiber
WSh1	T:Star Trek V: The Final Frontier	William Shatner
WSh1	T:Star Trek V: The Final Frontier	Walter Koenig
WSh1	T:Star Trek V: The Final Frontier	Nichel Nichols
WSt10	T:Alice's Adventures in Wonderland	Ralph Richardson
WTh3	T:Drei von der Tankstelle	Willy Fritsch
WTh3	T:Drei von der Tankstelle	Oskar Karlweiss
WTh3	T:Drei von der Tankstelle	Olga Tchekhova
WTh10	T:The Jungle Princess	Ray Milland
WTh10	T:The Jungle Princess	Akim Tamiroff
WTh10	T:The Jungle Princess	Lynne Overman
WTh10	T:The Jungle Princess	Molly Lamont
WTh10	T:The Jungle Princess	Bogo
WTh23	T:Madonna's Secret	Ann Rutherford
WTN12	T:Hot Rod Hullabaloo	Arlen Dean Snyder
WTN12	T:Hot Rod Hullabaloo	Marsha Mason
WvD49	T:Forsaking All Others	Billie Burke
WvD50	T:Manhattan Melodrama	Myrna Loy
WvD51	T:The Thin Man	Maureen OSullivan
WvD51	T:The Thin Man	Nat Pendleton
WvD53	T:Naughty Marietta	Walter Kingsford
WvD58	T:Rose Marie	Reginald Owen
WvD58	T:Rose Marie	Allan Jones
WvD58	T:Rose Marie	Lucien Littlefield
WvD60	T:After The Thin Man	Myrna Loy
WvD64	T:Marie Antoinette	Lionel Barrymore
WvD67	T:It's A Wonderful World	Nat Pendleton
WvD69	T:Another Thin Man	Otto Kruger
WvD69	T:Another Thin Man	Nat Pendleton
WvD69	T:Another Thin Man	Marjorie Main
WvD75	T:Rage in Heaven	Lucile Watson
WvD75	T:Rage in Heaven	Oscar Homolka
WvD75	T:Rage in Heaven	Philip Merryvale
WvD75	T:Rage in Heaven	Matthew Boulton
WvD75	T:Rage in Heaven	Aubrey Mather
WvD79	T:Cairo	Reginald Owen
WvD79	T:Cairo	Lionel Atwill
WvD79	T:Cairo	Mona Barrie
WW30	T:Counsellor at Law	Bebe Daniels
WW30	T:Counsellor at Law	Melvyn Douglas
WW30	T:Counsellor at Law	Onslow Stevens
WW30	T:Counsellor at Law	Mayo Methot
WW42	T:Dodsworth	Mary Astor
WW42	T:Dodsworth	Paul Lukas
WW42	T:Dodsworth	Odette Myrtil
WW44	T:Jezebel	Margaret Lindsay
WW44	T:Jezebel	Richard Cromwell
WW45	T:Wuthering Heights	Merle Oberon
WW47	T:The Westerner	Paul Hurst
WW48	T:The Little Foxes	Patricia Collinge
WW63	T:The Best Years of our Lives	Ray Collins
WW64	T:The Heiress	Ralph Richardson
WW64	T:The Heiress	Miriam Hopkins
WW64	T:The Heiress	Mona Freeman
WW64	T:The Heiress	Ray Collins
WW65	T:Detective Story	Luis VanRooten
WW66	T:Carrie	Miriam Hopkins
WW66	T:Carrie	Ray Teal
WW66	T:Carrie	Barry Kelley
WW66	T:Carrie	Mary Murphy
WW67	T:Roman Holiday	Margaret Rawlings
WW68	T:Desperate Hours	Arthur Kennedy
WW68	T:Desperate Hours	Mary Murphy
WW73	T:The Friendly Persuasion	Phyllis Love
WW73	T:The Friendly Persuasion	Anthony Perkins
WW73	T:The Friendly Persuasion	Marjorie Main
WW73	T:The Friendly Persuasion	Walter Catlett
WW80	T:The Big Country	Alfonso Bedaya
WW82	T:The Children's Hour	Audrey Hepburn
WW82	T:The Children's Hour	Miriam Hopkins
WW84	T:How to Steal a Million	Peter OToole
WW84	T:How to Steal a Million	Marcel Dalio
WW85	T:Funny Girl	Anne Francis
WW87	T:The Liberation of L.B. Jones	Lola Falana
WW87	T:The Liberation of L.B. Jones	Anthony Zerbe
WW87	T:The Liberation of L.B. Jones	Arch Johnson
WWo10	T:The Hunchback of Notre Dame	Lon Chaney
WWo10	T:The Hunchback of Notre Dame	Brandon Hurst
WWi10	TZ:Tom Horn	Linda Evans
WWi10	T:Tom Horn	Billy Green Bush
WWn10	T:The Lone Ranger	Lynne Roberts
WWn30	T:The Lone Ranger Rides Again	Ralph Dunn
WWn35	T:The Drums of Fu Manchu	William Royle
WWn35	T:The Drums of Fu Manchu	Olaf Hytten
WWn35	T:The Drums of Fu Manchu	Luana Walters
WWn35	T:The Drums of Fu Manchu	Anna May Wong
WWn200	T:The Cool and the Crazy	Richard Bakalyan
WWn205	T:Juvenile Jungle	Anne Whitfield
WWn205	T:Juvenile Jungle	Richard Bakalyan
xCm20	T:Ulysses	Anthony Quinn
xCo10	T:The Plague	Raul Julia
xGr10	TZ:The Count of Monte Cristo	Richard Chamberlain
xGr10	TZ:The Count of Monte Cristo	Louis Jourdan
xPr10	T:Virasat	Pooja Batra
xPr10	T:Virasat	Amrish Puri
xSt10	T:My Stepmother is an Alien	Lisa Croisette
xSz10	T:Punchline	Mark Rydell
xSz10	T:Punchline	Paul Mazurky
YAl10	T:Les Orgeilleux	Michele Morgan
yAn10	T:Johann Strauss, The King without a Crown	Oliver Tobias
YlG10	T:Yol	Necmettin {\c}Cobanogl\"u
YMZ26	T:To Live	N. Ben
YuB14	T:Exit in Red	Mickey Rourke
YuB14	T:Exit in Red	Anthony Michael Hall
YvR6	T:Le Grand Blond avec une Chaussure Noire	Bernard Blier
YvR6	T:Le Grand Blond avec une Chaussure Noire	Pierre Richard
YvR10	T:Courage Fuyons	Philippe LeroyBeaulieu
YYa60	T:Tora-San Goes to Vienna	Akira Emoto
ZK2	T:Sanders of the River	Paul Robeson
ZK3	T:The Four Feathers	Ralph Richardson
ZK3	T:The Four Feathers	Allan Jeayes
Zk5	T:Sahara	Lloyd Bridges
Zk5	T:Sahara	Rex Ingram
ZlK10	T:Two Moon Junction	Apul deLondres
Z0310	T:Romero	Raul Julia
Z1220	T:Within the Law	Alice Joyce
Z1230	T:Within the Law	Norma Talmadge
Z3910	T:Of Mice and Men	Lon Chaney~jr.
Z4250	T:Tarzan the Tiger	Lillian Worth
Z4250	T:Tarzan the Tiger	Al Ferguson
Z4815	T:Vice Academy, part 2	Melissa Moore
Z5020	T:Hollywood Bound	Betty Grable
Z6650	T:Promise Her Anything	Bob Cummins
Z7840	T:Rabbit Test	Billy Crystal
Z8630	T:Say Yes	Mark Wenzel
Z8720	T:Project X	Matthew Broderick
Z9020	T:Black Magic Woman	Mark Hammil
Z9020	T:Black Magic Woman	Bionnie Ebsen
Z9020	T:Black Magic Woman	Marilyn Tvilla
Z9030	T:Spies, Lies, and Naked Things	Raymond Singer
Z9030	T:Spies, Lies, and Naked Things	Bert Carver
Z9030	T:Spies, Lies, and Naked Things	Marius Mayrenet
Z9110	T:Deadlock	Mimi Rogers
Z9110	T:Deadlock	Bill Wallace
Z9210	T:Beyond Justice	Omar Sharif
Z9220	T:Shining Through	Michael Douglas
Z9260	T:School Ties	Matt Damon
Z9310	T:Life With Mikey	Michael J. Fox
Z9330	T:Consenting Adults	Mary Elizabeth Mastroianni
Z9340	T:The Man With Three Wives	Beau Bridges
Z9350	T:Mr.~Baseball	Aya Takanashi
Z9510	T:Once Were Warriors	Rena Owen
Z9520	T:City of Joy	Om Puri
Z9550	T:The Basketball Diaries	Mark Wahlberg
Z9579	T:Dreamgirls	Lorretta Devine
Z9610	T:Clueless	Wallace Shawn
Z9610	T:Clueless	Alicia Silverstone
Z9630	T:One Fine Day	Mae Whitman
Z9630	T:One Fine Day	Michelle Pfeiffer
Z9655	T:The Chain	Rez Cortez
Z9661	T:Kiss of Death	Nicolas Cage
Z9693	T:Bed of Roses	Mary Stuart Masterson
Z9695	T:Pursuit	Morgan Freeman
Z9750	T:Safe Home	Patrick Stewart
Z9770	T:Copland	Ray Liotta
Z9783	T:Lois and Clark	Louis Sinosi
Z9810	T:The Scalper	Andy McDowell
Z9810	T:The Scalper	Andy Garcia
Z9830	T:Merlin	Martin Short
Z9880	T:Permanent Midnight	Ben Stiller
Z9895	T:One True Thing	Renee Zellweger
Z9925	T:The Color of Courage	Lynn Whitfield
Z9925	T:The Color of Courage	Linda Hamilrton
Z9930	T:Sachem Farm	Minnie Driver
Z9930	T:Sachem Farm	Nigel Hawthorne
