STAGENM	BIRTHNM	FIRSTNM	DOB	ORIGIN	GENDER	TIME_INTERVAL_START_TIMESTAMP	TIME_INTERVAL_END_TIMESTAMP
Gladys Swarthout	Swarthout	Gladys	1904	\Am	F	2005-07-07 18:39:05.476	2005-07-07 19:38:00.217
Bob Sweeney	Sweeney	fn	#	\Am	M	2005-07-07 18:29:21.588	2005-07-07 18:32:54.606
Blanche Sweet	Wayne	Daphne	1895	\Am	F	2005-07-08 06:10:42.832	2005-07-08 07:31:06.916
Constance Talmadge	Talmadge	Constance	1898	\Am	F	2005-07-07 17:36:31.546	2005-07-07 18:54:59.313
Quentin Tarantino	Tarantino	Quentin	#	\Am	M	2005-07-08 14:18:54.189	2005-07-08 15:09:47.402
Lilyan Tashman	Tashman	Lilyan	1899	\Am	F	2005-07-08 05:21:14.425	2005-07-08 06:43:40.677
Reba Tassel	Tassel	Reba	#	\Am	F	2005-07-08 00:21:10.596	2005-07-08 01:31:16.82
Jaques Tati	Tati	Jaques	1908	\Fr	M	2005-07-07 19:01:19.856	2005-07-07 19:20:21.684
Richard Tauber	Tauber	Richard	1892	\Os	M	2005-07-07 17:22:16.069	2005-07-07 18:46:29.016
Vic Tayback	Tayback	Vic	#	\Am	M	2005-07-08 02:48:13.582	2005-07-08 03:18:18.082
Alma Taylor	Taylor	Alma	1895	\Br	F	2005-07-08 14:22:06.14	2005-07-08 15:32:26.686
Kent Taylor	Weiss	Louis	1907	\Am	M	2005-07-08 03:43:33.837	2005-07-08 04:50:35.908
Valerie Taylor	Taylor	Valerie	#	\Ct	F	2005-07-08 11:00:53.628	2005-07-08 12:23:24.847
Verree Teasdale	Teasdale	Verree	1904	\Am	F	2005-07-08 03:57:25.688	2005-07-08 04:35:47.964
Alice Terry	Taafe	Alice	1899	\Am	F	2005-07-07 17:23:00.343	2005-07-07 18:16:59.995
TerryThomas	Terry-Thomas	gn	#	\Ct	M	2005-07-08 00:23:35.438	2005-07-08 01:48:35.318
Torin Thatcher	Thatcher	Torin	1905	\Br	M	2005-07-08 01:55:19.983	2005-07-08 02:45:31.315
John Thaw	Thaw	John	1942	\Br	M	2005-07-08 00:25:36.831	2005-07-08 01:49:03.109
Ernest Thesiger	Thesiger	Ernest	1879	\Br	M	2005-07-08 13:09:43.623	2005-07-08 13:40:20.321
Roy Thinnes	Thinnes	Roy	1938	\Am	M	2005-07-08 14:56:45.075	2005-07-08 15:01:10.779
Jameson Thomas	Thomas	Jameson	1892	\Br	M	2005-07-08 07:53:50.707	2005-07-08 08:06:59.209
Shawn Thompson	#	#	#	\Un	M	2005-07-07 15:36:26.73	2005-07-07 16:55:20.906
Frank Thring	Thring	Frank	#	\Au	M	2005-07-08 13:48:10.382	2005-07-08 14:20:22.144
Thu Thuy	#	#	#	\Vi	#	2005-07-08 01:51:40.062	2005-07-08 02:57:08.637
Bill Thurman	#	#	#	\Un	M	2005-07-08 05:37:16.107	2005-07-08 05:51:10.8
Theodora Thurman	#	#	#	\Un	F	2005-07-08 08:34:10.436	2005-07-08 09:03:15.125
Tiana	Nga	Tiana Thi Thanh	#	\Vi	F	2005-07-08 11:11:36.579	2005-07-08 11:25:51.719
Lawrence Tibbett	Tibbett	Lawrence	1896	\Am	M	2005-07-07 16:46:48.594	2005-07-07 17:23:56.166
Joseph Ticka	#	#	#	\Un	M	2005-07-08 10:08:15.02	2005-07-08 10:39:09.025
Cheryl Tiegs	Tiegs	Cheryl	#	\Am	F	2005-07-08 08:23:58.746	2005-07-08 08:54:02.061
Lawrence Tierney	Tierney	Lawrence	1919	\Am	M	2005-07-07 15:36:45.802	2005-07-07 16:42:38.395
Nadja Tiller	Tiller	Nadja	1929	\Os	F	2005-07-08 04:41:48.724	2005-07-08 05:09:41.111
Mel Tillis	#	#	#	\Un	M	2005-07-08 09:36:28.735	2005-07-08 10:59:35.956
Johnny Tillotson	#	#	#	\Un	M	2005-07-08 01:43:17.435	2005-07-08 03:04:10.484
Meg Tilly	Tilly	Meg	1960	\Am	F	2005-07-08 04:19:47.423	2005-07-08 04:33:22.405
Charlene Tilton	#	#	#	\Un	F	2005-07-08 02:47:48.461	2005-07-08 03:11:51.954
Martha Tilton	Tilton	Martha	1915	\Am	F	2005-07-08 05:24:22.047	2005-07-08 05:35:34.077
Charles Tingwell	Tingwell	Charles	1917	\Au	M	2005-07-08 05:08:43.702	2005-07-08 06:34:18.278
Oliver Tobias	Tobias	Oliver	1947	\Br	M	2005-07-07 19:10:20.939	2005-07-07 19:14:53.826
Genevieve Tobin	Tobin	Genevieve	1901	\Am	F	2005-07-07 19:15:32.23	2005-07-07 20:36:35.027
Thelma Todd	Todd	Thelma	1905	\Am	F	2005-07-08 03:24:51.99	2005-07-08 04:15:16.649
Marilu Tolo	#	#	#	\Un	M	2005-07-08 05:32:39.518	2005-07-08 07:00:57.725
Jeana Tomasina	#	#	#	\Un	F	2005-07-07 22:40:38.764	2005-07-07 23:17:58.194
Marisa Tomei	Tomei	Marisa	#	\Am	F	2005-07-08 03:18:43.947	2005-07-08 04:17:08.05
David Tomlinson	Tomlinson	David	1917	\Br	M	2005-07-07 16:58:54.436	2005-07-07 18:24:03.493
Geoffrey Toonen	#	#	#	\Un	M	2005-07-08 03:25:10.217	2005-07-08 04:28:24.689
Mel Torm\'e	Torm\'e	Mel	1923	\Am	M	2005-07-08 06:20:24.849	2005-07-08 07:03:57.58
David Torrence	Torrence	David	1864	\Br; Scots	M	2005-07-07 19:13:03.336	2005-07-07 19:45:53.794
Ernest Torrence	Torrence	Ernest	1878	\Br; Scots	M	2005-07-08 13:43:12.12	2005-07-08 15:06:32.245
Audrey Totter	Totter	Audrey	1918	\Am	F	2005-07-07 18:33:13.996	2005-07-07 18:49:49.97
Harry Townes	#	#	#	\Un	M	2005-07-08 09:56:29.403	2005-07-08 10:07:54.214
Jill Townsend	#	#	#	\Un	F	2005-07-08 03:06:53.422	2005-07-08 03:16:26.29
Patrice Townsend	#	#	#	\Un	F	2005-07-07 22:30:05.62	2005-07-07 23:02:00.35
Stuart Townsend	Fn	Gn	#	\Ir	M	2005-07-08 10:35:23.264	2005-07-08 11:14:15.247
J.R. Tozer	#	#	#	\Un	M	2005-07-08 11:55:33.693	2005-07-08 13:18:53.839
Arthur Tracy	Rosenberg	Harry	1903	\Am	M	2005-07-08 04:16:55.374	2005-07-08 05:38:24.784
Spencer Tracy	#	#	1900	\Un	M	2005-07-08 04:18:03.692	2005-07-08 05:43:13.438
William Tracy	Tracy	William	1917	\Am	M	2005-07-08 09:58:26.688	2005-07-08 10:26:42.162
Mary Ellen Trainor	#	#	#	\Un	F	2005-07-08 01:24:14.205	2005-07-08 02:05:49.144
Helen Traubel	Traubel	Helen	1899	\Am	F	2005-07-08 00:17:46.236	2005-07-08 01:10:54.819
Daniel J. Travanti	#	#	#	\Un	M	2005-07-07 22:04:59.623	2005-07-07 22:11:47.249
Bill Travers	Travers	Bill	1922	\Br	M	2005-07-08 10:50:17.512	2005-07-08 11:41:57.343
Jemru Travers	#	#	#	\Un	M	2005-07-08 06:11:37.84	2005-07-08 07:04:38.533
Nancy Travis	Travis	Nancy	#	\Am	F	2005-07-08 14:35:50.989	2005-07-08 15:55:10.734
Mary Treen	Treen	Mary	1907	\Am	F	2005-07-08 10:32:54.488	2005-07-08 10:51:01.383
Noel Trevarthen	#	#	#	\Un	M	2005-07-08 04:51:48.907	2005-07-08 05:27:18.276
Jack Trevor	#	#	#	\Un	M	2005-07-08 05:17:49.444	2005-07-08 06:09:08.885
Les Tremayne	#	#	#	\Un	M	2005-07-08 04:27:38.742	2005-07-08 05:29:24.26
Ivan Triesault	Triesault	Ivan	1898	Eastern European	M	2005-07-07 16:21:55.757	2005-07-07 17:09:43.872
Trigger	Tigger	none	1932	\Am	A	2005-07-07 22:51:36.746	2005-07-08 00:03:57.73
Dorothy Tristan	#	#	#	\Un	F	2005-07-07 18:38:36.569	2005-07-07 19:36:18.506
Massimo Troisi	Troisi	Massimo	1953	\Un	M	2005-07-08 02:42:24.592	2005-07-08 04:03:08.07
Judy Trott	#	#	#	\Un	F	2005-07-08 11:24:38.989	2005-07-08 12:00:34.25
Cecil Trouncer	Trouncer	Cecil	1898	\Br	M	2005-07-07 22:14:56.312	2005-07-07 22:28:14.606
Charles Trowbridge	Trowbridge	Charles	1882	\Am	M	2005-07-08 01:40:53.097	2005-07-08 02:07:24.398
Michael Trubshawe	Trubshawe	Michael	#	\Ct	M	2005-07-08 10:08:18.169	2005-07-08 10:34:54.142
Ernest Truex	Truex	Ernest	1890	\Am	M	2005-07-07 19:57:19.516	2005-07-07 21:02:45.84
Francois Truffaut	Truffaut	Francois	1932	\Un	M	2005-07-08 14:06:34.891	2005-07-08 14:41:03.517
Paris Tselios	#	#	#	\Un	M	2005-07-07 19:41:23.463	2005-07-07 20:42:30.996
William Tubbs	Tubbs	William	1909	\Am	M	2005-07-08 09:49:42.385	2005-07-08 11:16:38.547
Forrest Tucker	Tucker	Forrest	1919	\Am	M	2005-07-08 02:55:03.103	2005-07-08 03:35:23.65
Michael Tucker	#	#	#	\Un	M	2005-07-08 15:12:03.091	2005-07-08 15:29:02.338
Tom Tully	Tully	Tom	1896	\Am	M	2005-07-07 19:54:09.265	2005-07-07 21:15:21.704
Elizabeth Turner	#	#	#	\Un	F	2005-07-08 05:36:22.954	2005-07-08 06:20:55.431
Florence Turner	Turner	Florence	1887	\Am	F	2005-07-08 14:09:22.464	2005-07-08 15:16:11.694
Janine Turner	Turner	Janine	1964	\Am	F	2005-07-08 00:37:40.82	2005-07-08 02:05:56.271
Tina Turner	#	#	#	\Am	F	2005-07-08 14:08:09.867	2005-07-08 15:27:42.073
Lurene Tuttle	#	#	#	\Un	F	2005-07-08 05:26:42.759	2005-07-08 06:51:57.305
Tracy Tweed	Tweed	Tracy	#	\Am	F	2005-07-07 17:49:28.894	2005-07-07 18:00:14.264
Liv Tyler	Tyler	Liv	#	\Am	F	2005-07-08 02:38:12.374	2005-07-08 03:21:57.124
Charles Tyner	#	#	#	\Un	M	2005-07-08 09:00:06.527	2005-07-08 10:01:07.958
Leonore Ulric	Ulrich	Leonore	1892	\Am	F	2005-07-08 00:04:49.805	2005-07-08 00:41:34.765
Edward Underdown	Underdown	Edward	1908	\Br	M	2005-07-08 10:39:40.443	2005-07-08 10:40:50.776
Robert Urich	#	#	#	\Un	M	2005-07-08 01:24:26.064	2005-07-08 01:48:41.825
Badi Uzza	#	#	#	\Un	#	2005-07-08 05:14:38.905	2005-07-08 05:32:25.099
Vera Vague	#	#	#	\Un	F	2005-07-08 11:12:20.462	2005-07-08 12:18:04.399
Rudolph Valentino	d'Antonguolla	Rodolpho	1895	\Am	M	2005-07-08 14:30:18.369	2005-07-08 15:45:14.735
Alida Valli	Altenburger	Alida Maria	1921	\It	F	2005-07-07 20:00:47.072	2005-07-07 21:10:34.74
Romolo Valli	#	#	#	\Un	M	2005-07-08 01:14:03.93	2005-07-08 01:30:02.756
Virginia Valli	McSweeny	Virginia	1898	\Am	F	2005-07-08 00:29:51.636	2005-07-08 01:47:11.466
Saverio Vallone	#	#	#	\Un	M	2005-07-08 05:15:09.885	2005-07-08 06:12:23.38
Bobby Van	Stein	Robert	1930	\Am	M	2005-07-08 02:25:53.561	2005-07-08 03:25:05.016
Lee VanCleef	Van Cleef	Lee	1925	\Am	M	2005-07-08 02:06:17.974	2005-07-08 03:25:46.146
Jose vanDam	vanDam	Jos\'e	#	\Be	M	2005-07-08 06:37:20.227	2005-07-08 06:57:47.381
Barry VanDyke	#	#	#	\Un	M	2005-07-07 21:34:07.863	2005-07-07 21:41:27.374
Conny VanDyke	#	#	#	\Un	F	2005-07-08 11:04:07.868	2005-07-08 11:41:43.483
Peter VanEyck	Van Eyck	Peter	1911	\Ge	M	2005-07-08 14:11:07.929	2005-07-08 15:29:40.749
John VanEyssen	Van Eyssen	John	1925	\SA(frican)	M	2005-07-08 06:55:40.36	2005-07-08 08:02:06.385
Kevin VanHentenryck	#	#	#	\Un	M	2005-07-08 10:40:43.888	2005-07-08 11:24:43.211
Jon VanNess	#	#	#	\Un	M	2005-07-07 18:06:02.675	2005-07-07 18:17:14.9
Rik VanNutter	#	#	#	\Un	M	2005-07-07 21:50:56.905	2005-07-07 22:51:36.093
Nina VanPallandt	Van Pallandt	Nina	1932	\Da	F	2005-07-07 15:42:22.969	2005-07-07 15:51:04.778
Jimmie VanPatten	Van Patten	James	#	\Un	M	2005-07-08 14:40:51.651	2005-07-08 14:58:36.521
Timothy VanPatten	#	#	#	\Un	M	2005-07-07 20:19:22.321	2005-07-07 20:51:11.014
Vincent VanPatten	#	#	#	\Un	M	2005-07-07 18:45:57.575	2005-07-07 19:03:35.635
Deborah VanRhyn	#	#	#	\Un	F	2005-07-08 12:20:07.607	2005-07-08 13:44:14.842
Deborah VanValkenburgh	#	#	#	\Un	F	2005-07-08 04:50:08.421	2005-07-08 04:58:27.886
Monique VanVooren	#	#	#	\Un	F	2005-07-07 16:36:53.14	2005-07-07 18:05:21.823
Leonor Varela	Varela	Leonor	1985	Chile	F	2005-07-08 13:03:25.324	2005-07-08 13:04:39.903
Valentina Vargas	#	#	#	\Un	F	2005-07-07 21:30:47.053	2005-07-07 22:21:47.783
Beatrice Varley	Varley	Beatrice	1896	\Br	F	2005-07-07 17:54:01.638	2005-07-07 18:36:03.856
Diane Varsi	Varsi	Diane	1938	\Am	F	2005-07-08 15:06:07.589	2005-07-08 16:28:26.942
Peter Vaughan	Ohm	Peter	1923	\Br	M	2005-07-07 21:30:02.766	2005-07-07 22:36:26.01
Martin Vaughn	#	#	#	\Un	M	2005-07-08 09:36:41.05	2005-07-08 10:06:21.665
Robert Vaughn	Vaughn	Robert	1932	\Am	M	2005-07-08 01:07:53.449	2005-07-08 01:13:50.166
Lupe Velez	Velez de Villalobos	Guadeloupe	1908	\Me	F	2005-07-07 19:01:39.354	2005-07-07 19:54:31.084
Reginald VelJohnson	#	#	#	#	M	2005-07-08 11:37:52.441	2005-07-08 12:12:58.287
Chick Vennera	#	#	#	\Un	M	2005-07-07 19:27:40.242	2005-07-07 20:32:22.573
Diane Venora	#	#	#	\Un	F	2005-07-08 03:33:09.054	2005-07-08 04:30:50.933
Gwen Verdon	Verdon	Gwen	1925	\Am	F	2005-07-08 13:23:29.431	2005-07-08 13:39:14.664
Anne Vernon	Vignaud	Edith	1925	\Fr	F	2005-07-08 02:20:44.052	2005-07-08 03:17:31.789
Verushka	#	#	#	\Un	F	2005-07-08 07:17:01.834	2005-07-08 07:28:15.65
Virginia Vestoff	#	#	#	\Un	M	2005-07-08 11:27:03.148	2005-07-08 12:12:10.286
Marcel Vibert	#	#	#	\Un	M	2005-07-08 14:53:55.89	2005-07-08 15:05:37.975
Henry Victor	Victor	Henry	1898	\Br	M	2005-07-08 02:08:03.392	2005-07-08 02:21:25.795
Henri Vidal	Vidal	Henri	1919	\Fr	M	2005-07-07 22:04:11.781	2005-07-07 22:11:33.114
Asia Viera	#	#	#	\Un	F	2005-07-08 15:08:05.025	2005-07-08 16:03:19.615
Robert Viharo	#	#	#	\Un	M	2005-07-08 14:55:35.43	2005-07-08 15:27:17.84
Tony Vilar	#	#	#	\Un	M	2005-07-08 10:55:30.348	2005-07-08 11:58:49.309
Henri Vilbert	#	#	#	\Un	M	2005-07-08 09:23:35.176	2005-07-08 09:55:34.347
James Villiers	Villiers	James	1933	\Br	M	2005-07-08 02:27:43.899	2005-07-08 02:32:38.878
Jesse Vint	#	#	#	\Un	M	2005-07-08 06:17:30.768	2005-07-08 06:28:59.271
Enzo Vitale	#	#	#	\Un	M	2005-07-08 14:38:24.503	2005-07-08 15:09:27.585
Mario Vitale	#	#	#	\Un	M	2005-07-08 03:59:50.36	2005-07-08 05:06:28.678
Viva	#	#	#	\Un	F	2005-07-08 11:58:51.627	2005-07-08 13:15:00.226
Ruth Vivian	#	#	#	\Un	F	2005-07-07 22:49:43.408	2005-07-07 23:36:25.42
Karl Michael Vogler	Vogler	Karl	1928	\Ge	M	2005-07-07 21:29:13.268	2005-07-07 22:07:08.691
Ferdinand vonAlten	#	#	#	\Un	M	2005-07-08 00:35:45.635	2005-07-08 01:11:01.488
Thomas vonBr\"omssen	#	#	#	\Un	M	2005-07-07 17:40:11.022	2005-07-07 18:16:57.294
Lenny VonDohlen	#	#	#	\Un	M	2005-07-08 08:28:49.26	2005-07-08 08:29:46.22
George Voskovec	Voskovec	George	1905	\Cz	M	2005-07-07 16:26:16.466	2005-07-07 16:58:40.498
Frank Vosper	Vosper	Frank	1899	\Br	M	2005-07-08 06:56:38.577	2005-07-08 07:29:23.959
Andreas Voutsina	#	#	#	\Un	M	2005-07-08 02:26:15.185	2005-07-08 03:16:28.484
Milena Vukotic	#	#	#	\Un	F	2005-07-08 13:23:42.17	2005-07-08 13:29:38.297
John Wade	#	#	#	\Un	M	2005-07-07 23:55:14.329	2005-07-08 01:24:08.175
Russel Wade	#	#	#	\Un	M	2005-07-07 18:55:00.922	2005-07-07 19:18:08.302
Christie Wagner	#	#	#	\Un	F	2005-07-08 08:35:47.37	2005-07-08 08:49:22.833
Ralph Waite	Waite	Ralph	1928	\Am	M	2005-07-08 13:51:05.869	2005-07-08 14:28:13.662
Akiko Wakabayashi	#	#	#	\Un	F	2005-07-08 05:36:24.969	2005-07-08 06:44:57.425
Eijo Wakabayashi	#	#	#	\Un	M	2005-07-07 18:33:14.832	2005-07-07 18:41:51.873
Duggie Wakefield	Wakefield	Duggie	1899	\Br	M	2005-07-08 12:51:17.668	2005-07-08 13:51:34.439
Anton Walbrook	Wohlbr\"uck	Adolf Anton	1900	\Os	M	2005-07-08 14:11:22.045	2005-07-08 15:15:21.839
Christopher Walken	Walken	Christopher	1943	\Am	M	2005-07-08 02:06:00.349	2005-07-08 02:11:28.549
Clint Walker	Walker	Norman	1927	\Am	M	2005-07-07 18:28:02.274	2005-07-07 19:48:54.538
Kathryn Walker	#	#	#	\Un	F	2005-07-07 22:56:34.549	2005-07-07 23:07:44.774
Maggie Walker	#	#	#	\Un	F	2005-07-08 13:37:38.525	2005-07-08 14:09:28.426
Nancy Walker	Barto	Ann Swoyer	1921	\Am	F	2005-07-08 13:59:02.87	2005-07-08 14:55:10.588
Nella Walker	Walker	Nella	1886	\Am	F	2005-07-07 16:14:26.87	2005-07-07 16:48:44.684
Robert Walker	Walker	Robert	1914	\Am	M	2005-07-07 19:06:57.02	2005-07-07 19:46:58.36
Robert Walker~jr.	Waker	Robert~jr.	1941	\Am	M	2005-07-08 07:27:46.777	2005-07-08 08:44:04.026
Tippy Walker	#	#	#	\Un	F	2005-07-08 00:53:57.185	2005-07-08 01:55:49.69
Max Wall	Wall	Max	#	\Un	M	2005-07-07 17:25:17.998	2005-07-07 17:40:12.344
Bill Wallace	#	#	#	\Un	M	2005-07-08 09:08:47.429	2005-07-08 10:01:36.472
Eli Wallach	Wallach	Eli	1915	\Am	M	2005-07-07 18:27:36.535	2005-07-07 19:18:00.691
Bill Wallis	#	#	#	\Un	M	2005-07-08 11:43:51.735	2005-07-08 13:07:04.589
Tom Walls	Walls	Tom	1883	\Br	M	2005-07-08 11:47:22.885	2005-07-08 12:59:06.345
Hugh Walpole	Walpole	Sir Hugh	1884	\Br	M	2005-07-08 00:10:44.418	2005-07-08 01:15:14.63
J.T. Walsh	Walsh	J.T	1944	\Am	M	2005-07-08 13:36:31.735	2005-07-08 14:22:23.385
Julie Walter	#	#	#	\Un	F	2005-07-08 13:01:51.51	2005-07-08 14:28:24.236
Tracey Walter	#	#	#	\Un	F	2005-07-07 23:04:40.081	2005-07-07 23:56:04.458
Julie Walters	#	#	#	\Un	F	2005-07-08 09:53:38.833	2005-07-08 09:53:43.218
Henry B. Walthall	Walthall	Henry	1878	\Am	M	2005-07-08 01:09:47.413	2005-07-08 02:02:17.563
Sam Wanamaker	Wanamaker	Sam	1919	\Am	M	2005-07-07 22:19:18.538	2005-07-07 22:21:59.966
Fred Ward	#	#	#	\Un	M	2005-07-08 04:30:39.872	2005-07-08 05:27:47.309
Michael Ward	Ward	Michael	1915	\Br	M	2005-07-08 02:08:03.898	2005-07-08 03:01:10.168
Herta Ware	#	#	#	\Un	F	2005-07-07 21:51:59.619	2005-07-07 23:03:00.689
Andy Warhol	Warhol	Andy	1926	\Am	M	2005-07-08 01:53:24.18	2005-07-08 02:42:54.409
S.J. Warmington	#	#	#	\Un	M	2005-07-07 18:32:53.919	2005-07-07 19:46:50.983
Jack Warner	#	#	#	\Un	M	2005-07-08 08:07:38.808	2005-07-08 08:22:32.545
Marcia Warner	#	#	#	\Un	F	2005-07-08 14:09:47.611	2005-07-08 15:09:47.522
Fran Warren	#	#	#	\Un	F	2005-07-07 16:41:23.173	2005-07-07 16:46:08.006
Michael Warren	#	#	#	\Un	M	2005-07-08 13:34:59.592	2005-07-08 14:37:14.861
Harold Warrender	Warrender	Harold	1903	\Br	M	2005-07-08 00:10:35.607	2005-07-08 00:15:27.094
David Warrilow	#	#	#	\Un	M	2005-07-07 21:48:37.19	2005-07-07 21:53:17.445
Dionne Warwick	#	#	#	\Un	F	2005-07-08 05:43:46.383	2005-07-08 07:04:44.203
Richard Warwick	#	#	#	\Un	M	2005-07-07 21:22:27.723	2005-07-07 22:24:09.85
Robert Warwick	Bien	Robert Taylor	1878	\Am	M	2005-07-07 19:37:33.884	2005-07-07 20:19:47.835
Beverly Washburn	#	#	#	\Un	F	2005-07-08 09:33:59.124	2005-07-08 10:08:29.199
Bryant Washburn	Washburn	Bryant	1988	\Am	M	2005-07-07 16:09:22.741	2005-07-07 16:35:58.576
Denzel Washington	#	#	#	\Un	#	2005-07-08 15:17:14.87	2005-07-08 15:38:18.51
Mavis Washington	#	#	#	\Un	#	2005-07-08 14:28:02.723	2005-07-08 15:48:11.304
Ted Wass	#	#	#	\Un	M	2005-07-08 06:33:34.355	2005-07-08 07:11:30.699
Gedde Watanabe	#	#	#	\Un	#	2005-07-08 10:06:18.236	2005-07-08 11:35:36.941
William Waterman	#	#	#	\Un	M	2005-07-08 06:02:45.287	2005-07-08 07:06:40.222
John Waters	#	#	#	\Un	M	2005-07-08 00:46:15.85	2005-07-08 01:13:38.77
Charlene Watkins	#	#	#	\Un	F	2005-07-08 11:52:12.994	2005-07-08 13:01:08.703
Bobby Watson	#	#	#	\Un	M	2005-07-08 13:23:33.514	2005-07-08 14:27:22.898
Bobs Watson	Watson	Bobs	1931	\Am	M	2005-07-07 22:10:59.664	2005-07-07 22:43:15.873
Douglass Watson	#	#	#	\Un	M	2005-07-08 05:13:20.656	2005-07-08 06:23:48.008
Jack Watson	Watson	Jack	1921	\Br	M	2005-07-07 18:31:23.668	2005-07-07 18:36:23.983
Timothy Watson	#	#	#	\Un	M	2005-07-07 17:47:12.391	2005-07-07 18:03:13.197
Kristina Wayborn	#	#	#	\Un	F	2005-07-07 23:36:12.852	2005-07-08 00:03:50.536
David Wayne	McMeekan	Wayne	1914	\Am	M	2005-07-08 10:46:05.686	2005-07-08 12:10:45.238
Ethan Wayne	Wayne	Ethan	#	\Un	M	2005-07-07 23:11:52.941	2005-07-07 23:34:19.226
Johnny Wayne	#	#	#	\Un	M	2005-07-08 04:50:31.582	2005-07-08 05:56:12.457
Keith Wayne	#	#	#	\Un	M	2005-07-07 20:50:18.214	2005-07-07 21:35:49.31
Michael Wayne	Wayne	Michael	#	\Un	M	2005-07-08 10:17:51.521	2005-07-08 11:34:49.06
Nina Wayne	#	#	#	\Un	F	2005-07-08 10:54:17.79	2005-07-08 12:08:07.891
Carl Weathers	#	#	#	\Un	M	2005-07-08 07:45:28.887	2005-07-08 08:54:04.127
Fritz Weaver	Weaver	Fritz	1926	\Am	M	2005-07-08 02:36:32.326	2005-07-08 02:57:26.419
Clifton Webb	Hollenbeck	Webb Parmelee	1893	\Am	M	2005-07-08 03:02:27.88	2005-07-08 03:07:41.949
Jack Webb	Webb	Jack	1920	\Am	M	2005-07-08 07:53:40.751	2005-07-08 08:25:16.471
Richard Webb	Webb	Richard	#	\Am	M	2005-07-07 21:06:25.998	2005-07-07 21:14:44.367
Ben Webster	Webster	Ben	1864	\Br	M	2005-07-08 14:15:53.082	2005-07-08 14:34:03.468
Ann Wedgeworth	#	#	#	\Un	F	2005-07-08 13:05:32.535	2005-07-08 13:05:33.254
Leslie Weiner	#	#	#	\Un	#	2005-07-08 05:09:28.415	2005-07-08 05:19:44.64
Bruce Weitz	#	#	#	\Un	M	2005-07-07 22:27:16.869	2005-07-07 23:47:24.635
Tahnee Welch	#	#	#	\Un	F	2005-07-07 22:48:48.819	2005-07-07 23:09:57.222
Mary Louise Weller	#	#	#	\Un	F	2005-07-08 11:51:05.131	2005-07-08 12:50:44.927
Gwen Welles	#	#	#	\Un	F	2005-07-08 03:10:31.123	2005-07-08 04:36:56.07
Mel Welles	#	#	#	\Un	#	2005-07-08 02:01:57.7	2005-07-08 02:47:02.79
Billy Wells	#	#	#	\Un	#	2005-07-08 03:35:23.503	2005-07-08 04:48:39.465
Dawn Wells	#	#	#	\Un	F	2005-07-08 08:08:54.506	2005-07-08 08:33:06.904
Jennifer Wells	#	#	#	\Un	F	2005-07-08 08:31:45.018	2005-07-08 09:08:48.861
Klaus Wenneman	#	#	#	\Un	M	2005-07-08 00:16:30.428	2005-07-08 01:16:45.773
Fritz Wepper	#	#	#	#	M	2005-07-08 10:56:55.549	2005-07-08 12:03:40.48
Dianne West	#	#	#	\Un	F	2005-07-08 00:01:59.441	2005-07-08 00:07:12.2
Mae West	West	Mae	1892	#	F	2005-07-08 04:53:26.94	2005-07-08 05:27:28.363
John Westbrook	Westbrook	John	#	\Ct	M	2005-07-08 04:31:15.863	2005-07-08 05:55:51.476
Gordon Westcott	Westcott	Gordon	1903	\Am	M	2005-07-08 11:42:37.627	2005-07-08 12:29:00.882
James Westmoreland	#	#	#	\Un	M	2005-07-08 11:50:18.479	2005-07-08 11:57:36.769
David Weston	Weston	David	1938	\Br	M	2005-07-07 18:38:27.259	2005-07-07 18:42:10.432
Jack Weston	Weston	Jack	1926	\Am	M	2005-07-08 10:18:24.048	2005-07-08 10:46:35.863
Margaret Weycherle	#	#	#	\Un	F	2005-07-08 01:56:36.292	2005-07-08 02:54:10.337
Joanne Whalley	Whalley-Kilmer	Joanne	1960	\Br	F	2005-07-08 08:01:19.826	2005-07-08 09:30:16.057
Alan Wheatley	Wheatley	Alan	1907	\Br	M	2005-07-08 02:03:04.681	2005-07-08 02:53:31.268
Russ Wheeler	#	#	#	\Un	M	2005-07-07 19:18:31.554	2005-07-07 19:30:30.373
Manning Whiley	Whiley	Manning	1915	\Br	M	2005-07-08 11:52:14.191	2005-07-08 13:17:12.883
John Sylvester White	#	#	#	\Un	M	2005-07-08 10:59:35.707	2005-07-08 12:11:16.362
Ted White	#	#	#	\Un	M	2005-07-07 22:31:28.785	2005-07-07 22:44:48.502
Wilfrid Hyde White	#	#	#	\Un	M	2005-07-08 13:12:59.174	2005-07-08 13:15:04.877
Paul Whiteman	Whiteman	Paul	1890	\Am	M	2005-07-08 07:11:52.705	2005-07-08 07:23:09.379
Lynn Whitfield	Whitfield	Lynn	1954	\Un	F	2005-07-07 21:08:41.809	2005-07-07 22:09:55.367
Mae Whitman	Whitman	Mae	1989	\Un	F	2005-07-07 22:56:42.91	2005-07-07 23:18:39.619
James Whitmore~jr.	#	#	#	\Un	M	2005-07-07 16:14:16.182	2005-07-07 16:22:42.234
Peter Whitney	Engle	Peter King	1916	\Am	M	2005-07-08 09:36:31.757	2005-07-08 11:04:21.388
Paul Whitsun-Jones	Whitsun-Jones	Paul	1923	\Br	M	2005-07-08 13:40:46.461	2005-07-08 14:04:13.787
The Who	#	#	#	\Br	G	2005-07-08 04:35:34.535	2005-07-08 04:52:40.006
